Component ID,Batch,24h Leakage (µA),Allowed Limit (µA),Change from 0h to 24h (µA),Status,Why?,Suggested Action
MLCC_C007423,MLCC_B045,0.0324,0.25,-0.0045,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007425,MLCC_B044,0.0107,0.12,-0.0003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007426,MLCC_B024,0.0226,0.25,-0.0017,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007427,MLCC_B025,0.1165,1.3,-0.0101,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007428,MLCC_B046,0.009,0.12,0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007429,MLCC_B013,0.0926,0.7,-0.0115,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007430,MLCC_B033,0.0374,0.25,0.0081,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007431,MLCC_B041,0.0113,0.12,-0.002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007436,MLCC_B010,0.0979,0.7,0.0069,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007437,MLCC_B051,0.1169,0.7,-0.015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007439,MLCC_B010,0.0451,0.7,-0.0061,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007440,MLCC_B033,0.026,0.25,-0.0019,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007441,MLCC_B053,0.0964,0.7,0.0091,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007443,MLCC_B050,0.0327,0.25,-0.0034,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007444,MLCC_B041,0.0189,0.12,0.0052,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007445,MLCC_B050,0.8306,0.25,0.8063,ABOVE LIMIT,"24h leakage is 0.8306 µA, above the allowed limit of 0.2500 µA.",CHECK / RETEST
MLCC_C007446,MLCC_B043,0.0621,0.25,-0.0061,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C007448,MLCC_B028,0.2148,1.3,0.107,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007450,MLCC_B013,0.1386,0.7,0.0693,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007453,MLCC_B021,0.0102,0.12,-0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007455,MLCC_B058,0.12,1.3,0.0035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007456,MLCC_B033,0.0419,0.25,0.0057,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007457,MLCC_B011,0.0115,0.12,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007458,MLCC_B046,0.0215,0.12,-0.0021,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007460,MLCC_B005,0.0975,0.7,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007462,MLCC_B057,0.2047,1.3,-0.0162,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007464,MLCC_B057,0.1565,1.3,-0.0213,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007465,MLCC_B027,0.0271,0.25,0.0006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007466,MLCC_B021,0.0264,0.12,-0.001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007467,MLCC_B047,0.1513,1.3,0.0065,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007468,MLCC_B003,0.0922,0.7,-0.0055,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007470,MLCC_B027,0.028,0.25,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007471,MLCC_B046,0.0065,0.12,-0.0006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007473,MLCC_B013,0.0696,0.7,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007474,MLCC_B039,0.0135,0.12,-0.0028,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007475,MLCC_B051,0.0432,0.7,-0.0017,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007476,MLCC_B054,0.0591,0.7,0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007477,MLCC_B041,0.0134,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007478,MLCC_B013,0.0941,0.7,-0.0212,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007481,MLCC_B005,0.095,0.7,-0.0069,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007482,MLCC_B044,0.0243,0.12,-0.0053,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007483,MLCC_B046,0.0183,0.12,-0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007485,MLCC_B042,0.2169,1.3,-0.0676,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007486,MLCC_B047,0.1541,1.3,0.0053,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007489,MLCC_B008,0.049,0.7,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007490,MLCC_B027,0.0339,0.25,-0.006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007491,MLCC_B044,0.0126,0.12,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007492,MLCC_B003,0.0912,0.7,-0.0085,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007494,MLCC_B058,0.1505,1.3,-0.0174,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007496,MLCC_B021,0.0189,0.12,-0.0025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007497,MLCC_B011,0.0148,0.12,-0.0005,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007499,MLCC_B054,0.0531,0.7,-0.0041,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007502,MLCC_B036,0.1166,1.3,-0.0216,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007503,MLCC_B054,0.1551,0.7,0.0073,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007504,MLCC_B042,0.1808,1.3,0.0365,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007506,MLCC_B003,0.1324,0.7,0.0064,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007507,MLCC_B036,0.1818,1.3,-0.0284,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007509,MLCC_B009,0.0182,0.12,-0.0026,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007510,MLCC_B007,0.0297,0.25,-0.0037,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007514,MLCC_B027,0.0572,0.25,-0.0257,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007516,MLCC_B041,0.013,0.12,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007517,MLCC_B039,0.0113,0.12,-0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007518,MLCC_B007,0.0312,0.25,-0.0035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007519,MLCC_B033,0.0577,0.25,0.0351,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007520,MLCC_B047,0.1653,1.3,-0.0169,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007521,MLCC_B043,0.026,0.25,-0.0015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007522,MLCC_B013,0.1512,0.7,0.0394,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007527,MLCC_B011,0.0114,0.12,-0.0017,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007530,MLCC_B046,0.0167,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007531,MLCC_B016,0.1432,1.3,-0.0175,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007533,MLCC_B047,0.1465,1.3,-0.0239,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007534,MLCC_B008,0.1345,0.7,0.025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007537,MLCC_B008,0.0869,0.7,-0.0496,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007538,MLCC_B022,0.0807,0.7,-0.0109,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007542,MLCC_B043,0.0191,0.25,-0.0039,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007543,MLCC_B047,0.1084,1.3,-0.0116,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007545,MLCC_B053,0.0971,0.7,-0.0113,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007548,MLCC_B011,0.0096,0.12,-0.0003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007549,MLCC_B022,0.0883,0.7,-0.0091,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007550,MLCC_B008,0.0538,0.7,-0.0077,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007552,MLCC_B057,0.1559,1.3,-0.0203,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007553,MLCC_B021,0.0163,0.12,-0.0023,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007555,MLCC_B057,0.1495,1.3,-0.0163,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007556,MLCC_B014,0.0115,0.12,-0.0027,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007558,MLCC_B044,0.0569,0.12,0.046,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C007559,MLCC_B022,0.1036,0.7,-0.014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007560,MLCC_B039,0.0118,0.12,-0.0031,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007561,MLCC_B046,0.0138,0.12,-0.0025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007562,MLCC_B003,0.0701,0.7,-0.0104,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007563,MLCC_B036,0.1039,1.3,-0.013,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007564,MLCC_B044,0.014,0.12,-0.0025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007565,MLCC_B015,0.013,0.12,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007570,MLCC_B003,0.0969,0.7,-0.0132,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007571,MLCC_B014,0.0093,0.12,0.0002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007572,MLCC_B010,0.1373,0.7,0.0742,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007574,MLCC_B054,0.0401,0.7,0.0013,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007575,MLCC_B044,0.0104,0.12,-0.0023,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007578,MLCC_B028,0.1097,1.3,-0.0127,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007579,MLCC_B007,0.0341,0.25,-0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007581,MLCC_B057,0.2043,1.3,0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007582,MLCC_B036,0.1168,1.3,-0.0163,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007583,MLCC_B039,0.0101,0.12,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007584,MLCC_B039,0.0168,0.12,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007585,MLCC_B057,0.157,1.3,-0.0056,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007586,MLCC_B009,0.02,0.12,-0.0003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007588,MLCC_B054,0.0651,0.7,-0.0064,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007589,MLCC_B013,0.5265,0.7,0.418,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C007590,MLCC_B007,0.0461,0.25,-0.0074,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007591,MLCC_B054,0.0621,0.7,-0.0127,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007592,MLCC_B049,0.0236,0.25,-0.0041,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007595,MLCC_B043,0.0349,0.25,-0.0019,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007596,MLCC_B013,0.0888,0.7,-0.018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C007599,MLCC_B005,0.067,0.7,-0.0087,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
